A_A,A_B,E_abs_error,E_expected,E_read,R_abs_error,R_expected,R_read,amp_read,c_gain,case,chi,delta_chi,delta_phi,delta_tau,gauge,h_chi,h_tau,m,nh_chi_c,nh_tau_c,off_target_mode_purity,omega,p_abs_error,p_expected,p_read,particle,q,q_A0,q_B0,r_gain,raw_abs,stage,t_read,target_mode_purity,tau
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.24999999999999994,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,2,799,799,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,B,-1.0,1.0,-1.0,1.0,1000.0,wall_reflection_2,0.22000000000000033,1.0,0.22000000000000033
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1250.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.24999999999999994,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-1.0,1.0,1250.0,wall_reflection_2,0.22000000000000033,1.0,0.22000000000000033
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1250.0,c01_A1.00_B1.00_u1.00_v-1.00,0.24999999999999994,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,B,-1.0,1.0,-1.0,1.0,1250.0,wall_reflection_2,0.22000000000000033,1.0,0.22000000000000033
1.0,1.0,6.661338147750939e-16,1.0,1.0000000000000007,0.0,1.0,1.0,1.0,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999736,0.0,0.0,0.0,g0,0.0005,0.0005,1,999,999,0.0,1.0,6.661338147750939e-16,1.0,1.0000000000000007,A,1.0,1.0,-1.0,1.0,1000.0,ab_collision_2_before,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,6.661338147750939e-16,1.0,1.0000000000000007,0.0,1.0,1.0,1.0,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999736,0.0,0.0,0.0,g0,0.0005,0.0005,2,999,999,0.0,1.0,6.661338147750939e-16,-1.0,-1.0000000000000007,B,-1.0,1.0,-1.0,1.0,1000.0,ab_collision_2_before,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999736,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_2_before,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999736,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,B,-1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_2_before,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999736,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,1,999,999,0.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,A,1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_2_before,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999736,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,2,999,999,0.0,1.0,1.1102230246251565e-15,-1.0,-1.000000000000001,B,-1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_2_before,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999736,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,1,999,999,0.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,A,1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_2_before,0.4555000000000005,1.0,0.4550000000000005
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999736,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,B,-1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_2_before,0.4555000000000005,1.0,0.4550000000000005
1.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999736,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_2_before,0.4545000000000005,1.0,0.4550000000000005
1.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999736,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,2,999,999,0.0,1.0,1.1102230246251565e-15,-1.0,-1.000000000000001,B,-1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_2_before,0.4545000000000005,1.0,0.4550000000000005
1.0,1.0,2.2315482794965646e-14,1.0,0.9999999999999777,4.440892098500626e-16,1.0,1.0000000000000004,1.0000000000000002,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999736,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,1,999,999,0.0,1.0,2.2315482794965646e-14,1.0,0.9999999999999777,A,1.0,1.0,-1.0,1.0,1000.0000000000001,ab_collision_2_before,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,2.2315482794965646e-14,1.0,0.9999999999999777,4.440892098500626e-16,1.0,1.0000000000000004,1.0000000000000002,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999736,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,2,999,999,0.0,1.0,2.5202062658991053e-14,-1.0,-0.9999999999999748,B,-1.0,1.0,-1.0,1.0,1000.0000000000001,ab_collision_2_before,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999736,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,1,799,799,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-1.0,1.0,1000.0,ab_collision_2_before,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999736,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,2,799,799,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,B,-1.0,1.0,-1.0,1.0,1000.0,ab_collision_2_before,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1250.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999736,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-1.0,1.0,1250.0,ab_collision_2_before,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1250.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999736,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,B,-1.0,1.0,-1.0,1.0,1250.0,ab_collision_2_before,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,6.661338147750939e-16,1.0,1.0000000000000007,0.0,1.0,1.0,1.0,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999736,0.0,0.0,0.0,g0,0.0005,0.0005,1,999,999,0.0,1.0,6.661338147750939e-16,-1.0,-1.0000000000000007,A,-1.0,1.0,-1.0,1.0,1000.0,ab_collision_2_after,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,6.661338147750939e-16,1.0,1.0000000000000007,0.0,1.0,1.0,1.0,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999736,0.0,0.0,0.0,g0,0.0005,0.0005,2,999,999,0.0,1.0,6.661338147750939e-16,1.0,1.0000000000000007,B,1.0,1.0,-1.0,1.0,1000.0,ab_collision_2_after,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999736,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,A,-1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_2_after,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999736,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,B,1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_2_after,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999736,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,1,999,999,0.0,1.0,1.1102230246251565e-15,-1.0,-1.000000000000001,A,-1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_2_after,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999736,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,2,999,999,0.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,B,1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_2_after,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999736,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,A,-1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_2_after,0.4555000000000005,1.0,0.4550000000000005
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999736,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,2,999,999,0.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,B,1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_2_after,0.4555000000000005,1.0,0.4550000000000005
1.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999736,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,1,999,999,0.0,1.0,1.1102230246251565e-15,-1.0,-1.000000000000001,A,-1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_2_after,0.4545000000000005,1.0,0.4550000000000005
1.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999736,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,B,1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_2_after,0.4545000000000005,1.0,0.4550000000000005
1.0,1.0,2.2315482794965646e-14,1.0,0.9999999999999777,4.440892098500626e-16,1.0,1.0000000000000004,1.0000000000000002,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999736,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,1,999,999,0.0,1.0,2.5202062658991053e-14,-1.0,-0.9999999999999748,A,-1.0,1.0,-1.0,1.0,1000.0000000000001,ab_collision_2_after,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,2.2315482794965646e-14,1.0,0.9999999999999777,4.440892098500626e-16,1.0,1.0000000000000004,1.0000000000000002,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999736,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,2,999,999,0.0,1.0,2.2315482794965646e-14,1.0,0.9999999999999777,B,1.0,1.0,-1.0,1.0,1000.0000000000001,ab_collision_2_after,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999736,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,1,799,799,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,A,-1.0,1.0,-1.0,1.0,1000.0,ab_collision_2_after,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999736,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,2,799,799,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,B,1.0,1.0,-1.0,1.0,1000.0,ab_collision_2_after,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1250.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999736,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,A,-1.0,1.0,-1.0,1.0,1250.0,ab_collision_2_after,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1250.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999736,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,B,1.0,1.0,-1.0,1.0,1250.0,ab_collision_2_after,0.4550000000000005,1.0,0.4550000000000005
1.0,1.0,1.1035616864774056e-13,1.0,0.9999999999998896,0.0,1.0,1.0,1.0,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.24900000000000005,0.0,0.0,0.0,g0,0.0005,0.0005,1,999,999,0.0,1.0,6.661338147750939e-16,1.0,1.0000000000000007,A,1.0,1.0,-1.0,1.0,1000.0,wall_reflection_4,0.6910000000000007,1.0,0.6910000000000007
1.0,1.0,1.1035616864774056e-13,1.0,0.9999999999998896,0.0,1.0,1.0,1.0,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.24900000000000005,0.0,0.0,0.0,g0,0.0005,0.0005,2,999,999,0.0,1.0,6.661338147750939e-16,-1.0,-1.0000000000000007,B,-1.0,1.0,-1.0,1.0,1000.0,wall_reflection_4,0.6910000000000007,1.0,0.6910000000000007
1.0,1.0,1.1013412404281553e-13,1.0,0.9999999999998899,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.24900000000000005,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-1.0,1.0,958.8511171605354,wall_reflection_4,0.6910000000000007,1.0,0.6910000000000007
1.0,1.0,1.099120794378905e-13,1.0,0.9999999999998901,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.24900000000000005,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,B,-1.0,1.0,-1.0,1.0,958.8511171605354,wall_reflection_4,0.6910000000000007,1.0,0.6910000000000007
1.0,1.0,1.099120794378905e-13,1.0,0.9999999999998901,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.24900000000000005,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,1,999,999,0.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,A,1.0,1.0,-1.0,1.0,958.8511171605354,wall_reflection_4,0.6910000000000007,1.0,0.6910000000000007
1.0,1.0,1.1013412404281553e-13,1.0,0.9999999999998899,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.24900000000000005,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,2,999,999,0.0,1.0,1.1102230246251565e-15,-1.0,-1.000000000000001,B,-1.0,1.0,-1.0,1.0,958.8511171605354,wall_reflection_4,0.6910000000000007,1.0,0.6910000000000007
1.0,1.0,1.1013412404281553e-13,1.0,0.9999999999998899,1.865174681370263e-14,1.0,1.0000000000000187,1.0000000000000093,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.24900000000000005,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-1.0,1.0,958.8511171605444,wall_reflection_4,0.6915000000000007,1.0,0.6910000000000007
1.0,1.0,1.1013412404281553e-13,1.0,0.9999999999998899,1.865174681370263e-14,1.0,1.0000000000000187,1.0000000000000093,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.24900000000000005,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,B,-1.0,1.0,-1.0,1.0,958.8511171605444,wall_reflection_4,0.6915000000000007,1.0,0.6910000000000007
1.0,1.0,1.1035616864774056e-13,1.0,0.9999999999998896,1.865174681370263e-14,1.0,1.0000000000000187,1.0000000000000093,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.24900000000000005,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-1.0,1.0,958.8511171605444,wall_reflection_4,0.6905000000000008,1.0,0.6910000000000007
1.0,1.0,1.1035616864774056e-13,1.0,0.9999999999998896,1.865174681370263e-14,1.0,1.0000000000000187,1.0000000000000093,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.24900000000000005,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,B,-1.0,1.0,-1.0,1.0,958.8511171605444,wall_reflection_4,0.6905000000000008,1.0,0.6910000000000007
1.0,1.0,6.161737786669619e-14,1.0,0.9999999999999384,4.440892098500626e-16,1.0,1.0000000000000004,1.0000000000000002,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.24900000000000005,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,1,999,999,0.0,1.0,2.2315482794965646e-14,1.0,0.9999999999999777,A,1.0,1.0,-1.0,1.0,1000.0000000000001,wall_reflection_4,0.6910000000000007,1.0,0.6910000000000007
1.0,1.0,6.161737786669619e-14,1.0,0.9999999999999384,4.440892098500626e-16,1.0,1.0000000000000004,1.0000000000000002,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.24900000000000005,0.0,0.37,0.0,g_phi_shift,0.0005,0.0005,2,999,999,0.0,1.0,2.5202062658991053e-14,-1.0,-0.9999999999999748,B,-1.0,1.0,-1.0,1.0,1000.0000000000001,wall_reflection_4,0.6910000000000007,1.0,0.6910000000000007
1.0,1.0,1.1013412404281553e-13,1.0,0.9999999999998899,0.0,1.0,1.0,1.0,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.24900000000000005,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,1,799,799,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-1.0,1.0,1000.0,wall_reflection_4,0.6910000000000007,1.0,0.6910000000000007
1.0,1.0,1.1013412404281553e-13,1.0,0.9999999999998899,0.0,1.0,1.0,1.0,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.24900000000000005,0.0,0.0,0.0,g_width_shift,0.0005,0.0005,2,799,799,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,B,-1.0,1.0,-1.0,1.0,1000.0,wall_reflection_4,0.6910000000000007,1.0,0.6910000000000007
1.0,1.0,1.1035616864774056e-13,1.0,0.9999999999998896,0.0,1.0,1.0,1.0,1250.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.24900000000000005,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-1.0,1.0,1250.0,wall_reflection_4,0.6910000000000007,1.0,0.6910000000000007
1.0,1.0,1.1035616864774056e-13,1.0,0.9999999999998896,0.0,1.0,1.0,1.0,1250.0,c01_A1.00_B1.00_u1.00_v-1.00,0.24900000000000005,0.0,0.0,0.0,g_gain_shift,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,B,-1.0,1.0,-1.0,1.0,1250.0,wall_reflection_4,0.6910000000000007,1.0,0.6910000000000007
1.0,1.0,1.1035616864774056e-13,1.0,0.9999999999998896,0.0,1.0,1.0,1.0,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999847,0.0,0.0,0.0,g0,0.0005,0.0005,1,999,999,0.0,1.0,6.661338147750939e-16,1.0,1.0000000000000007,A,1.0,1.0,-1.0,1.0,1000.0,ab_collision_3_before,0.9250000000000009,1.0,0.9250000000000009
1.0,1.0,1.1035616864774056e-13,1.0,0.9999999999998896,0.0,1.0,1.0,1.0,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999847,0.0,0.0,0.0,g0,0.0005,0.0005,2,999,999,0.0,1.0,6.661338147750939e-16,-1.0,-1.0000000000000007,B,-1.0,1.0,-1.0,1.0,1000.0,ab_collision_3_before,0.9250000000000009,1.0,0.9250000000000009
1.0,1.0,1.1013412404281553e-13,1.0,0.9999999999998899,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999847,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_3_before,0.9250000000000009,1.0,0.9250000000000009
1.0,1.0,1.099120794378905e-13,1.0,0.9999999999998901,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999847,0.0005,0.0,0.0,g_chi_plus,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,B,-1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_3_before,0.9250000000000009,1.0,0.9250000000000009
1.0,1.0,1.099120794378905e-13,1.0,0.9999999999998901,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999847,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,1,999,999,0.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,A,1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_3_before,0.9250000000000009,1.0,0.9250000000000009
1.0,1.0,1.1013412404281553e-13,1.0,0.9999999999998899,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999847,-0.0005,0.0,0.0,g_chi_minus,0.0005,0.0005,2,999,999,0.0,1.0,1.1102230246251565e-15,-1.0,-1.000000000000001,B,-1.0,1.0,-1.0,1.0,958.8511171605354,ab_collision_3_before,0.9250000000000009,1.0,0.9250000000000009
1.0,1.0,1.1013412404281553e-13,1.0,0.9999999999998899,1.865174681370263e-14,1.0,1.0000000000000187,1.0000000000000093,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999847,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-1.0,1.0,958.8511171605444,ab_collision_3_before,0.9255000000000009,1.0,0.9250000000000009
1.0,1.0,1.1013412404281553e-13,1.0,0.9999999999998899,1.865174681370263e-14,1.0,1.0000000000000187,1.0000000000000093,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999847,0.0,0.0,0.0005,g_tau_plus,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,B,-1.0,1.0,-1.0,1.0,958.8511171605444,ab_collision_3_before,0.9255000000000009,1.0,0.9250000000000009
1.0,1.0,1.1035616864774056e-13,1.0,0.9999999999998896,1.865174681370263e-14,1.0,1.0000000000000187,1.0000000000000093,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,-0.014999999999999847,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1.0,1.0,-1.0,1.0,958.8511171605444,ab_collision_3_before,0.924500000000001,1.0,0.9250000000000009
1.0,1.0,1.1035616864774056e-13,1.0,0.9999999999998896,1.865174681370263e-14,1.0,1.0000000000000187,1.0000000000000093,1000.0,c01_A1.00_B1.00_u1.00_v-1.00,0.014999999999999847,0.0,0.0,-0.0005,g_tau_minus,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,B,-1.0,1.0,-1.0,1.0,958.8511171605444,ab_collision_3_before,0.924500000000001,1.0,0.9250000000000009
