E_abs_error,E_expected,E_read,R_abs_error,R_expected,R_read,amp_read,c_gain,case,chi,delta_chi,delta_phi,delta_tau,gauge,h_chi,h_tau,m,nh_chi_c,nh_tau_c,off_target_mode_purity,omega,p_abs_error,p_expected,p_read,particle,q,r_gain,raw_abs,stage,t_read,target_mode_purity,tau
2.2315482794965646e-14,1.0,0.9999999999999777,4.440892098500626e-16,1.0,1.0000000000000004,1.0000000000000002,1000.0,baseline_default,-0.014999999999999847,0.0,0.37,0.0,baseline_default:g_phi_shift,0.0005,0.0005,1,999,999,0.0,1.0,2.2315482794965646e-14,1.0,0.9999999999999777,A,1,1.0,1000.0000000000001,collision_cell,-0.014999999999999847,1.0,-0.014999999999999847
2.2315482794965646e-14,1.0,0.9999999999999777,4.440892098500626e-16,1.0,1.0000000000000004,1.0000000000000002,1000.0,baseline_default,0.014999999999999847,0.0,0.37,0.0,baseline_default:g_phi_shift,0.0005,0.0005,2,999,999,0.0,1.0,2.5202062658991053e-14,-1.0,-0.9999999999999748,B,-1,1.0,1000.0000000000001,collision_cell,-0.014999999999999847,1.0,-0.014999999999999847
8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1000.0,baseline_default,-0.014999999999999847,0.0,0.0,0.0,baseline_default:g_width_shift,0.0005,0.0005,1,799,799,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1,1.0,1000.0,collision_cell,-0.014999999999999847,1.0,-0.014999999999999847
8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1000.0,baseline_default,0.014999999999999847,0.0,0.0,0.0,baseline_default:g_width_shift,0.0005,0.0005,2,799,799,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,B,-1,1.0,1000.0,collision_cell,-0.014999999999999847,1.0,-0.014999999999999847
8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1250.0,baseline_default,-0.014999999999999847,0.0,0.0,0.0,baseline_default:g_gain_shift,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,A,1,1.0,1250.0,collision_cell,-0.014999999999999847,1.0,-0.014999999999999847
8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1250.0,baseline_default,0.014999999999999847,0.0,0.0,0.0,baseline_default:g_gain_shift,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,B,-1,1.0,1250.0,collision_cell,-0.014999999999999847,1.0,-0.014999999999999847
6.661338147750939e-16,1.0,1.0000000000000007,0.0,1.0,1.0,1.0,1000.0,baseline_default,-0.014999999999999847,0.0,0.0,0.0,baseline_default:g0,0.0005,0.0005,1,999,999,0.0,1.0,6.661338147750939e-16,-1.0,-1.0000000000000007,A,-1,1.0,1000.0,collision_map,-0.014999999999999847,1.0,-0.014999999999999847
6.661338147750939e-16,1.0,1.0000000000000007,0.0,1.0,1.0,1.0,1000.0,baseline_default,0.014999999999999847,0.0,0.0,0.0,baseline_default:g0,0.0005,0.0005,2,999,999,0.0,1.0,6.661338147750939e-16,1.0,1.0000000000000007,B,1,1.0,1000.0,collision_map,-0.014999999999999847,1.0,-0.014999999999999847
8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,baseline_default,-0.014999999999999847,0.0005,0.0,0.0,baseline_default:g_chi_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,A,-1,1.0,958.8511171605354,collision_map,-0.014999999999999847,1.0,-0.014999999999999847
1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,baseline_default,0.014999999999999847,0.0005,0.0,0.0,baseline_default:g_chi_plus,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,B,1,1.0,958.8511171605354,collision_map,-0.014999999999999847,1.0,-0.014999999999999847
1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,baseline_default,-0.014999999999999847,-0.0005,0.0,0.0,baseline_default:g_chi_minus,0.0005,0.0005,1,999,999,0.0,1.0,1.1102230246251565e-15,-1.0,-1.000000000000001,A,-1,1.0,958.8511171605354,collision_map,-0.014999999999999847,1.0,-0.014999999999999847
8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,baseline_default,0.014999999999999847,-0.0005,0.0,0.0,baseline_default:g_chi_minus,0.0005,0.0005,2,999,999,0.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,B,1,1.0,958.8511171605354,collision_map,-0.014999999999999847,1.0,-0.014999999999999847
8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,baseline_default,-0.014999999999999847,0.0,0.0,0.0005,baseline_default:g_tau_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,A,-1,1.0,958.8511171605354,collision_map,-0.014499999999999846,1.0,-0.014999999999999847
8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,baseline_default,0.014999999999999847,0.0,0.0,0.0005,baseline_default:g_tau_plus,0.0005,0.0005,2,999,999,0.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,B,1,1.0,958.8511171605354,collision_map,-0.014499999999999846,1.0,-0.014999999999999847
1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,baseline_default,-0.014999999999999847,0.0,0.0,-0.0005,baseline_default:g_tau_minus,0.0005,0.0005,1,999,999,0.0,1.0,1.1102230246251565e-15,-1.0,-1.000000000000001,A,-1,1.0,958.8511171605354,collision_map,-0.015499999999999847,1.0,-0.014999999999999847
1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,baseline_default,0.014999999999999847,0.0,0.0,-0.0005,baseline_default:g_tau_minus,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,B,1,1.0,958.8511171605354,collision_map,-0.015499999999999847,1.0,-0.014999999999999847
2.2315482794965646e-14,1.0,0.9999999999999777,4.440892098500626e-16,1.0,1.0000000000000004,1.0000000000000002,1000.0,baseline_default,-0.014999999999999847,0.0,0.37,0.0,baseline_default:g_phi_shift,0.0005,0.0005,1,999,999,0.0,1.0,2.5202062658991053e-14,-1.0,-0.9999999999999748,A,-1,1.0,1000.0000000000001,collision_map,-0.014999999999999847,1.0,-0.014999999999999847
2.2315482794965646e-14,1.0,0.9999999999999777,4.440892098500626e-16,1.0,1.0000000000000004,1.0000000000000002,1000.0,baseline_default,0.014999999999999847,0.0,0.37,0.0,baseline_default:g_phi_shift,0.0005,0.0005,2,999,999,0.0,1.0,2.2315482794965646e-14,1.0,0.9999999999999777,B,1,1.0,1000.0000000000001,collision_map,-0.014999999999999847,1.0,-0.014999999999999847
8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1000.0,baseline_default,-0.014999999999999847,0.0,0.0,0.0,baseline_default:g_width_shift,0.0005,0.0005,1,799,799,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,A,-1,1.0,1000.0,collision_map,-0.014999999999999847,1.0,-0.014999999999999847
8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1000.0,baseline_default,0.014999999999999847,0.0,0.0,0.0,baseline_default:g_width_shift,0.0005,0.0005,2,799,799,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,B,1,1.0,1000.0,collision_map,-0.014999999999999847,1.0,-0.014999999999999847
8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1250.0,baseline_default,-0.014999999999999847,0.0,0.0,0.0,baseline_default:g_gain_shift,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,A,-1,1.0,1250.0,collision_map,-0.014999999999999847,1.0,-0.014999999999999847
8.881784197001252e-16,1.0,1.0000000000000009,0.0,1.0,1.0,1.0,1250.0,baseline_default,0.014999999999999847,0.0,0.0,0.0,baseline_default:g_gain_shift,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,B,1,1.0,1250.0,collision_map,-0.014999999999999847,1.0,-0.014999999999999847
6.661338147750939e-16,1.0,1.0000000000000007,0.0,1.0,1.0,1.0,1000.0,baseline_default,-0.015999999999999848,0.0,0.0,0.0,baseline_default:g0,0.0005,0.0005,1,999,999,0.0,1.0,6.661338147750939e-16,-1.0,-1.0000000000000007,A,-1,1.0,1000.0,post_collision,-0.013999999999999846,1.0,-0.013999999999999846
6.661338147750939e-16,1.0,1.0000000000000007,0.0,1.0,1.0,1.0,1000.0,baseline_default,0.015999999999999848,0.0,0.0,0.0,baseline_default:g0,0.0005,0.0005,2,999,999,0.0,1.0,6.661338147750939e-16,1.0,1.0000000000000007,B,1,1.0,1000.0,post_collision,-0.013999999999999846,1.0,-0.013999999999999846
8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,baseline_default,-0.015999999999999848,0.0005,0.0,0.0,baseline_default:g_chi_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,A,-1,1.0,958.8511171605354,post_collision,-0.013999999999999846,1.0,-0.013999999999999846
1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,baseline_default,0.015999999999999848,0.0005,0.0,0.0,baseline_default:g_chi_plus,0.0005,0.0005,2,999,999,0.0,1.0,8.881784197001252e-16,1.0,1.0000000000000009,B,1,1.0,958.8511171605354,post_collision,-0.013999999999999846,1.0,-0.013999999999999846
1.1102230246251565e-15,1.0,1.000000000000001,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,baseline_default,-0.015999999999999848,-0.0005,0.0,0.0,baseline_default:g_chi_minus,0.0005,0.0005,1,999,999,0.0,1.0,1.1102230246251565e-15,-1.0,-1.000000000000001,A,-1,1.0,958.8511171605354,post_collision,-0.013999999999999846,1.0,-0.013999999999999846
8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,baseline_default,0.015999999999999848,-0.0005,0.0,0.0,baseline_default:g_chi_minus,0.0005,0.0005,2,999,999,0.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,B,1,1.0,958.8511171605354,post_collision,-0.013999999999999846,1.0,-0.013999999999999846
8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,baseline_default,-0.015999999999999848,0.0,0.0,0.0005,baseline_default:g_tau_plus,0.0005,0.0005,1,999,999,0.0,1.0,8.881784197001252e-16,-1.0,-1.0000000000000009,A,-1,1.0,958.8511171605354,post_collision,-0.013499999999999845,1.0,-0.013999999999999846
8.881784197001252e-16,1.0,1.0000000000000009,2.220446049250313e-16,1.0,0.9999999999999998,0.9999999999999999,1000.0,baseline_default,0.015999999999999848,0.0,0.0,0.0005,baseline_default:g_tau_plus,0.0005,0.0005,2,999,999,0.0,1.0,1.1102230246251565e-15,1.0,1.000000000000001,B,1,1.0,958.8511171605354,post_collision,-0.013499999999999845,1.0,-0.013999999999999846
